test_id,test_name,provider,model,effort,pass,duration_ms,input_tokens,output_tokens
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,602825,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,261542,1053785,6714
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,73150,200780,1432
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,198788,991075,4876
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,232909,867409,7035
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,200730,1037850,5200
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,350651,1284426,9541
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,90435,184063,2125
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,233750,697522,5320
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,160068,466725,3530
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,417848,1414615,10450
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,87007,237619,2208
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,385063,1712349,10623
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,325389,1159689,8671
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,68591,233307,2116
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,false,524025,2667901,12068
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,126776,469641,2872
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,296583,1440145,8353
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,608001,0,0
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,77808,206763,1519
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,74480,311353,2429
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,246208,928117,6631
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,213919,637971,5089
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,105357,210587,2083
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,71395,239996,1644
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,206943,864573,5716
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,602622,2135080,12053
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,138610,369772,3355
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603991,2290627,3571
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,222979,501285,12132
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603420,4068536,5206
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,606865,4304500,5170
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,51011,139449,1640
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,60078,185807,2120
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,603123,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,93141,306471,2909
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,497264,2075847,13090
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,70798,208499,2332
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,286410,843488,6375
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,174775,441172,4042
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,106726,115458,4007
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,105724,150514,3968
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,237905,620727,10403
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,289510,663495,10651
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,65594,61253,2396
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,602602,0,0
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,327488,1529213,7260
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,67758,227184,1655
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,433279,2039372,11036
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,469352,2177254,11050
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,108913,316729,2837
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,138177,443901,4211
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,315995,1313062,8562
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,109431,435776,3533
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,58564,200368,1362
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,353991,1566054,8051
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,299774,1492222,6099
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,608210,0,0
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,137142,169563,6269
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,106956,126653,4975
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,319879,806859,14389
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,521049,1482874,22165
get-verification-code,Get verification code from text message,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,162467,286986,6563
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,51554,33036,189
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,11310,10942,88
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,171884,494715,4615
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,71214,174290,1845
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,196226,627782,5346
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,536302,2542052,11177
get-verification-code,Get verification code from text message,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,105517,365763,2667
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603190,3485229,4301
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,284617,532302,13243
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,440223,1219581,18720
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,606916,3288199,4920
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,45922,121620,1150
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,108712,293141,2609
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,356368,1304445,7481
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,375379,1250384,7647
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,64787,257201,1577
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,338414,1250409,9510
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,550919,2366947,9323
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,606599,0,0
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,98997,277734,1864
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,545420,2972198,10886
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,378240,1803048,7454
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,440539,2032217,11414
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,79346,185565,2038
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,84591,75808,3123
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,93576,116438,3410
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,259884,496623,8900
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,230951,587920,9683
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,59350,148603,1776
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,59940,120558,1292
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,507215,1495246,8546
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,141789,420023,4332
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,88183,114407,3664
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,188658,322779,6843
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,509462,1561135,17370
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,198265,404684,7990
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,604574,3594002,316
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,true,160660,207403,6921
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,603491,4774979,395
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,607936,3469691,259
get-verification-code,Get verification code from text message,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,true,190065,229507,6674
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,65993,64614,2410
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,187670,261452,5916
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,424565,877319,13107
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,243059,574534,9460
get-verification-code,Get verification code from text message,claude-claude-opus-4-6,claude-opus-4-6,low,true,140488,202311,5055
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604800,3122265,3836
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,416089,1118936,19068
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,465884,1387889,19896
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,472241,1216752,21528
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,51720,53145,2087
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,184596,176088,4587
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,231144,451759,8798
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,240976,566265,9647
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,58230,215662,1454
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,461747,1846285,10924
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,178547,645152,5206
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,509224,2256599,12647
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,44693,133160,1426
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,126868,289733,2876
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,309386,939539,8247
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,148545,428801,4609
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,125520,134502,1334
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,66268,229775,2006
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,484101,2193715,12587
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,235899,681719,5487
get-verification-code,Get verification code from text message,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,57488,121841,1688
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,86266,98076,3212
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,147379,136690,3795
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,184103,322291,7036
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,356083,1015172,13819
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,144696,167622,6579
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,333806,695048,14154
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,443032,1149473,17600
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,417861,1028573,16941
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,true,201169,245205,9703
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-5,claude-opus-4-5,low,true,105952,113342,4439
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-5,claude-opus-4-5,low,false,603680,5155775,424
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-5,claude-opus-4-5,low,false,607298,4933002,503
get-verification-code,Get verification code from text message,claude-claude-opus-4-5,claude-opus-4-5,low,true,220213,366239,10169
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,47531,43935,1758
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,96578,135500,3672
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,false,499443,982935,13169
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,216650,406121,8531
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,180803,703737,6231
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,262671,1078860,8490
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,261789,1145461,7501
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,283495,692642,6001
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,309602,909695,16783
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,336760,930157,15763
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,602958,4273066,5616
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,606530,4700888,4762
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,172860,293222,9108
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,197918,322731,10092
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,415304,1151142,18518
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,562868,1832417,26471
get-verification-code,Get verification code from text message,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,208196,231118,6126
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,92789,240820,2213
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,289903,1039092,7677
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,319091,860124,7495
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,410825,1578139,8960
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,98180,266678,1742
airplane-mode-on,Turn on airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,589012,4708084,20214
airplane-mode-off,Turn off airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,603883,0,0
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,603856,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,607560,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,53706,216515,2053
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,130854,333796,2918
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,147916,522765,2988
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,420188,1339836,11755
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,513908,2392385,12687
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,189958,738641,5818
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,82546,216567,2097
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,434266,1588292,9640
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,136310,408925,3371
get-verification-code,Get verification code from text message,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,109107,459464,3322
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,97679,126345,4048
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,103561,140644,3994
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,false,605033,1830969,3698
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,603014,2047589,19533
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,91327,101507,4183
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,122928,145078,5573
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,330805,688468,14940
